session_date,direction,entry,exit,stop_pts,contracts,pnl,exit_reason,bars_held
2026-08-14,short,30206.0,30101.5,151.0,1,207.66,time,360
2026-08-17,short,30196.25,30097.5,151.0,1,196.16,time,360
2026-08-18,short,29685.0,29592.5,148.5,1,183.66,time,360
2026-08-19,short,29672.75,29582.25,148.25,1,179.66,time,360
2026-08-20,long,29403.5,29256.25,147.0,1,-295.84,stop,269
2026-08-21,short,29362.0,29404.25,146.75,1,-85.84,time,360
2026-08-24,short,29112.5,29142.5,145.5,1,-61.34,time,360
2026-08-25,long,29375.5,29228.25,147.0,1,-295.84,stop,48
2026-08-26,long,29256.25,29343.0,146.25,1,172.16,time,360
2026-08-27,short,29463.25,29610.75,147.25,1,-296.34,stop,53
2026-08-28,short,29605.5,29753.75,148.0,1,-297.84,stop,73
