evals_bought,evals_passed,funded_accounts,payouts,withdrawn,fees_paid,net_to_trader,avg_payout,largest_payout,first_payout_day,capped_payouts,capped_pct,pct_time_funded,days_funded,days_in_eval,start_date,strategy,policy,firm,tier
5,1,1,0,0.0,392.0,-392.0,0.0,0.0,,0,0.0,3.888888888888889,49,1211,2014-01-09,fixed N=2 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-04-03,fixed N=2 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-06-06,fixed N=2 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-08-08,fixed N=2 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-10-14,fixed N=2 移动止损,half_buffer,topstep,150k
4,1,1,5,1562.0613750013872,833.0,729.0613750013872,312.4122750002774,684.5906250002226,1131.0,0,0.0,21.58730158730159,272,988,2015-01-14,fixed N=2 移动止损,half_buffer,topstep,150k
4,1,1,8,3881.3516718768005,931.0,2950.3516718768005,485.16895898460007,853.9326562501388,1089.0,0,0.0,24.92063492063492,314,946,2015-04-07,fixed N=2 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-06-05,fixed N=2 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-08-06,fixed N=2 移动止损,half_buffer,topstep,150k
5,1,1,1,453.0780000000377,294.0,159.07800000003772,453.0780000000377,453.0780000000377,1254.0,0,0.0,1.4285714285714286,18,1242,2015-10-07,fixed N=2 移动止损,half_buffer,topstep,150k
6,1,1,2,661.8870000001116,441.0,220.88700000011158,330.9435000000558,642.2220000000409,1210.0,0,0.0,3.7301587301587302,47,1213,2015-12-17,fixed N=2 移动止损,half_buffer,topstep,150k
4,1,1,20,10295.926953726696,1323.0,8972.926953726696,514.7963476863348,1430.2460925522537,734.0,0,0.0,37.857142857142854,477,783,2016-02-19,fixed N=2 移动止损,half_buffer,topstep,150k
4,1,1,18,9328.024663744787,1274.0,8054.024663744787,518.2235924302659,1530.6266725159426,837.0,0,0.0,36.58730158730159,461,799,2016-04-20,fixed N=2 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-06-20,fixed N=2 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-08-18,fixed N=2 移动止损,half_buffer,topstep,150k
5,1,1,1,453.0780000000377,392.0,61.07800000003772,453.0780000000377,453.0780000000377,1002.0,0,0.0,3.492063492063492,44,1216,2016-10-18,fixed N=2 移动止损,half_buffer,topstep,150k
6,1,1,2,661.8870000001116,441.0,220.88700000011158,330.9435000000558,642.2220000000409,958.0,0,0.0,3.7301587301587302,47,1213,2016-12-16,fixed N=2 移动止损,half_buffer,topstep,150k
7,1,1,0,0.0,441.0,-441.0,0.0,0.0,,0,0.0,2.857142857142857,36,1224,2017-02-17,fixed N=2 移动止损,half_buffer,topstep,150k
6,1,1,20,10295.926953726696,1421.0,8874.926953726696,514.7963476863348,1430.2460925522537,440.0,0,0.0,37.857142857142854,477,783,2017-04-20,fixed N=2 移动止损,half_buffer,topstep,150k
7,1,1,5,3310.534125000495,637.0,2673.534125000495,662.106825000099,1340.4397500000807,795.0,0,0.0,8.73015873015873,110,1150,2017-06-20,fixed N=2 移动止损,half_buffer,topstep,150k
7,1,1,1,12.924000000066007,441.0,-428.07599999993397,12.924000000066007,12.924000000066007,1242.0,0,0.0,3.0952380952380953,39,1221,2017-08-18,fixed N=2 移动止损,half_buffer,topstep,150k
6,2,2,1,453.0780000000377,539.0,-85.92199999996228,453.0780000000377,453.0780000000377,750.0,0,0.0,5.555555555555555,70,1190,2017-10-18,fixed N=2 移动止损,half_buffer,topstep,150k
6,2,2,3,2393.901000000131,490.0,1903.9010000001308,797.9670000000436,916.7400000000315,696.0,0,0.0,5.9523809523809526,75,1185,2017-12-18,fixed N=2 移动止损,half_buffer,topstep,150k
5,2,2,26,13464.931476245678,1715.0,11749.931476245678,517.8819798556029,1530.6266725159426,375.0,0,0.0,49.682539682539684,626,634,2018-02-20,fixed N=2 移动止损,half_buffer,topstep,150k
6,3,3,24,10492.789868045294,1960.0,8532.789868045294,437.1995778352205,1108.7415000001026,180.0,0,0.0,53.25396825396825,671,589,2018-04-20,fixed N=2 移动止损,half_buffer,topstep,150k
7,2,2,13,7447.4409375013865,1078.0,6369.4409375013865,572.8800721154912,1340.4397500000807,543.0,0,0.0,22.936507936507937,289,971,2018-06-20,fixed N=2 移动止损,half_buffer,topstep,150k
7,1,1,8,4136.906812500891,784.0,3352.9068125008907,517.1133515626113,1108.7415000001026,990.0,0,0.0,14.206349206349206,179,1081,2018-08-20,fixed N=2 移动止损,half_buffer,topstep,150k
6,2,2,7,3441.975750000586,735.0,2706.975750000586,491.7108214286551,1001.2860000000859,498.0,0,0.0,13.492063492063492,170,1090,2018-10-18,fixed N=2 移动止损,half_buffer,topstep,150k
6,2,2,6,4031.9910000003324,637.0,3394.9910000003324,671.9985000000554,916.7400000000315,444.0,0,0.0,10.555555555555555,133,1127,2018-12-19,fixed N=2 移动止损,half_buffer,topstep,150k
6,1,1,8,4136.906812500891,735.0,3401.9068125008907,517.1133515626113,1108.7415000001026,864.0,0,0.0,14.206349206349206,179,1081,2019-02-21,fixed N=2 移动止损,half_buffer,topstep,150k
8,1,1,8,4136.906812500891,833.0,3303.9068125008907,517.1133515626113,1108.7415000001026,822.0,0,0.0,14.206349206349206,179,1081,2019-04-23,fixed N=2 移动止损,half_buffer,topstep,150k
7,2,2,13,7447.4409375013865,1078.0,6369.4409375013865,572.8800721154912,1340.4397500000807,291.0,0,0.0,22.936507936507937,289,971,2019-06-21,fixed N=2 移动止损,half_buffer,topstep,150k
7,2,2,8,4136.906812500891,833.0,3303.9068125008907,517.1133515626113,1108.7415000001026,738.0,0,0.0,15.873015873015873,200,1060,2019-08-21,fixed N=2 移动止损,half_buffer,topstep,150k
7,3,3,7,3441.975750000586,882.0,2559.975750000586,491.7108214286551,1001.2860000000859,246.0,0,0.0,15.476190476190476,195,1065,2019-10-21,fixed N=2 移动止损,half_buffer,topstep,150k
7,3,3,6,4031.9910000003324,784.0,3247.9910000003324,671.9985000000554,916.7400000000315,192.0,0,0.0,12.53968253968254,158,1102,2019-12-19,fixed N=2 移动止损,half_buffer,topstep,150k
7,4,4,8,4136.906812500891,1029.0,3107.9068125008907,517.1133515626113,1108.7415000001026,612.0,0,0.0,19.523809523809526,246,1014,2020-02-21,fixed N=2 移动止损,half_buffer,topstep,150k
7,3,3,9,4525.256812500969,1029.0,3496.2568125009693,502.8063125001077,1108.7415000001026,570.0,0,0.0,19.682539682539684,248,1012,2020-04-22,fixed N=2 移动止损,half_buffer,topstep,150k
7,3,3,11,5299.91831250118,1127.0,4172.91831250118,481.8107556819254,1108.7415000001026,528.0,0,0.0,23.015873015873016,290,970,2020-06-22,fixed N=2 移动止损,half_buffer,topstep,150k
8,3,3,11,5299.91831250118,1176.0,4123.91831250118,481.8107556819254,1108.7415000001026,486.0,0,0.0,23.095238095238095,291,969,2020-08-20,fixed N=2 移动止损,half_buffer,topstep,150k
8,3,3,11,5299.91831250118,1176.0,4123.91831250118,481.8107556819254,1108.7415000001026,444.0,0,0.0,23.095238095238095,291,969,2020-10-20,fixed N=2 移动止损,half_buffer,topstep,150k
7,3,3,11,5299.91831250118,1127.0,4172.91831250118,481.8107556819254,1108.7415000001026,402.0,0,0.0,23.095238095238095,291,969,2020-12-18,fixed N=2 移动止损,half_buffer,topstep,150k
7,4,4,12,6361.07231250123,1176.0,5185.07231250123,530.0893593751025,1108.7415000001026,360.0,0,0.0,24.444444444444443,308,952,2021-02-22,fixed N=2 移动止损,half_buffer,topstep,150k
8,4,4,12,6361.07231250123,1274.0,5087.07231250123,530.0893593751025,1108.7415000001026,318.0,0,0.0,25.873015873015873,326,934,2021-04-22,fixed N=2 移动止损,half_buffer,topstep,150k
9,4,4,12,6361.07231250123,1323.0,5038.07231250123,530.0893593751025,1108.7415000001026,276.0,0,0.0,25.873015873015873,326,934,2021-06-22,fixed N=2 移动止损,half_buffer,topstep,150k
9,4,4,12,6361.07231250123,1323.0,5038.07231250123,530.0893593751025,1108.7415000001026,234.0,0,0.0,25.873015873015873,326,934,2021-08-20,fixed N=2 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2010-06-07,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2011-03-15,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2011-09-26,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2012-07-05,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2012-10-16,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-01-11,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-04-11,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-06-11,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-08-12,fixed N=2 移动止损,accumulate,topstep,150k
5,1,1,0,0.0,392.0,-392.0,0.0,0.0,,0,0.0,3.9682539682539684,50,1210,2013-10-10,fixed N=2 移动止损,accumulate,topstep,150k
5,1,1,0,0.0,392.0,-392.0,0.0,0.0,,0,0.0,3.888888888888889,49,1211,2014-01-09,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-04-03,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-06-06,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-08-08,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-10-14,fixed N=2 移动止损,accumulate,topstep,150k
4,1,1,1,1988.7480000015464,833.0,1155.7480000015464,1988.7480000015464,1988.7480000015464,1234.0,0,0.0,21.58730158730159,272,988,2015-01-14,fixed N=2 移动止损,accumulate,topstep,150k
4,1,1,2,4162.500000001729,931.0,3231.500000001729,2081.2500000008645,2173.7520000001823,1192.0,0,0.0,24.92063492063492,314,946,2015-04-07,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-06-05,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-08-06,fixed N=2 移动止损,accumulate,topstep,150k
5,1,1,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,1.4285714285714286,18,1242,2015-10-07,fixed N=2 移动止损,accumulate,topstep,150k
6,1,1,0,0.0,441.0,-441.0,0.0,0.0,,0,0.0,4.0476190476190474,51,1209,2015-12-17,fixed N=2 移动止损,accumulate,topstep,150k
4,1,1,5,9856.368000002742,1323.0,8533.368000002742,1971.2736000005484,2322.9360000001384,916.0,0,0.0,38.17460317460318,481,779,2016-02-19,fixed N=2 移动止损,accumulate,topstep,150k
4,1,1,3,6542.1000000022,1078.0,5464.1000000022,2180.7000000007333,2379.6000000004715,940.0,0,0.0,28.41269841269841,358,902,2016-04-20,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-06-20,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-08-18,fixed N=2 移动止损,accumulate,topstep,150k
5,1,1,0,0.0,392.0,-392.0,0.0,0.0,,0,0.0,3.8095238095238093,48,1212,2016-10-18,fixed N=2 移动止损,accumulate,topstep,150k
6,1,1,0,0.0,441.0,-441.0,0.0,0.0,,0,0.0,4.0476190476190474,51,1209,2016-12-16,fixed N=2 移动止损,accumulate,topstep,150k
7,1,1,0,0.0,441.0,-441.0,0.0,0.0,,0,0.0,2.857142857142857,36,1224,2017-02-17,fixed N=2 移动止损,accumulate,topstep,150k
5,1,1,5,9856.368000002742,1372.0,8484.368000002742,1971.2736000005484,2322.9360000001384,622.0,0,0.0,38.17460317460318,481,779,2017-04-20,fixed N=2 移动止损,accumulate,topstep,150k
7,1,1,2,4247.640000000503,637.0,3610.6400000005033,2123.8200000002516,2180.592000000371,809.0,0,0.0,8.412698412698413,106,1154,2017-06-20,fixed N=2 移动止损,accumulate,topstep,150k
7,1,1,0,0.0,441.0,-441.0,0.0,0.0,,0,0.0,3.0952380952380953,39,1221,2017-08-18,fixed N=2 移动止损,accumulate,topstep,150k
6,2,2,0,0.0,637.0,-637.0,0.0,0.0,,0,0.0,10.238095238095237,129,1131,2017-10-18,fixed N=2 移动止损,accumulate,topstep,150k
7,2,2,3,5932.2960000008925,784.0,5148.2960000008925,1977.4320000002974,2067.048000000132,704.0,0,0.0,13.492063492063492,170,1090,2017-12-18,fixed N=2 移动止损,accumulate,topstep,150k
5,3,3,5,10407.348000002961,1764.0,8643.348000002961,2081.4696000005924,2379.6000000004715,478.0,0,0.0,48.492063492063494,611,649,2018-02-20,fixed N=2 移动止损,accumulate,topstep,150k
6,2,2,8,15270.228000003652,1911.0,13359.228000003652,1908.7785000004565,2067.048000000132,368.0,0,0.0,53.01587301587302,668,592,2018-04-20,fixed N=2 移动止损,accumulate,topstep,150k
7,2,2,4,8112.888000001264,1078.0,7034.888000001264,2028.222000000316,2180.592000000371,557.0,0,0.0,22.857142857142858,288,972,2018-06-20,fixed N=2 移动止损,accumulate,topstep,150k
7,1,1,2,3865.248000000761,784.0,3081.248000000761,1932.6240000003804,1990.1520000006537,1073.0,0,0.0,14.444444444444445,182,1078,2018-08-20,fixed N=2 移动止损,accumulate,topstep,150k
6,2,2,2,3865.248000000761,882.0,2983.248000000761,1932.6240000003804,1990.1520000006537,1031.0,0,0.0,18.253968253968253,230,1030,2018-10-18,fixed N=2 移动止损,accumulate,topstep,150k
7,2,2,3,5932.2960000008925,931.0,5001.2960000008925,1977.4320000002974,2067.048000000132,452.0,0,0.0,18.174603174603174,229,1031,2018-12-19,fixed N=2 移动止损,accumulate,topstep,150k
6,1,1,2,3865.248000000761,735.0,3130.248000000761,1932.6240000003804,1990.1520000006537,947.0,0,0.0,14.444444444444445,182,1078,2019-02-21,fixed N=2 移动止损,accumulate,topstep,150k
8,1,1,2,3865.248000000761,833.0,3032.248000000761,1932.6240000003804,1990.1520000006537,905.0,0,0.0,14.444444444444445,182,1078,2019-04-23,fixed N=2 移动止损,accumulate,topstep,150k
7,2,2,4,8112.888000001264,1078.0,7034.888000001264,2028.222000000316,2180.592000000371,305.0,0,0.0,22.857142857142858,288,972,2019-06-21,fixed N=2 移动止损,accumulate,topstep,150k
7,2,2,2,3865.248000000761,833.0,3032.248000000761,1932.6240000003804,1990.1520000006537,821.0,0,0.0,16.11111111111111,203,1057,2019-08-21,fixed N=2 移动止损,accumulate,topstep,150k
7,3,3,2,3865.248000000761,1029.0,2836.248000000761,1932.6240000003804,1990.1520000006537,779.0,0,0.0,20.238095238095237,255,1005,2019-10-21,fixed N=2 移动止损,accumulate,topstep,150k
8,3,3,3,5932.2960000008925,1078.0,4854.2960000008925,1977.4320000002974,2067.048000000132,200.0,0,0.0,20.158730158730158,254,1006,2019-12-19,fixed N=2 移动止损,accumulate,topstep,150k
7,4,4,2,3865.248000000761,1029.0,2836.248000000761,1932.6240000003804,1990.1520000006537,695.0,0,0.0,19.761904761904763,249,1011,2020-02-21,fixed N=2 移动止损,accumulate,topstep,150k
7,3,3,2,3865.248000000761,1029.0,2836.248000000761,1932.6240000003804,1990.1520000006537,653.0,0,0.0,19.92063492063492,251,1009,2020-04-22,fixed N=2 移动止损,accumulate,topstep,150k
8,3,3,3,5735.628000001138,1127.0,4608.628000001138,1911.8760000003795,1990.1520000006537,611.0,0,0.0,22.857142857142858,288,972,2020-06-22,fixed N=2 移动止损,accumulate,topstep,150k
8,3,3,3,5735.628000001138,1127.0,4608.628000001138,1911.8760000003795,1990.1520000006537,569.0,0,0.0,22.857142857142858,288,972,2020-08-20,fixed N=2 移动止损,accumulate,topstep,150k
8,3,3,3,5735.628000001138,1127.0,4608.628000001138,1911.8760000003795,1990.1520000006537,527.0,0,0.0,22.857142857142858,288,972,2020-10-20,fixed N=2 移动止损,accumulate,topstep,150k
7,3,3,3,5735.628000001138,1078.0,4657.628000001138,1911.8760000003795,1990.1520000006537,485.0,0,0.0,22.857142857142858,288,972,2020-12-18,fixed N=2 移动止损,accumulate,topstep,150k
7,4,4,4,7875.936000001238,1127.0,6748.936000001238,1968.9840000003096,2140.3080000001005,443.0,0,0.0,24.126984126984127,304,956,2021-02-22,fixed N=2 移动止损,accumulate,topstep,150k
8,4,4,4,7875.936000001238,1225.0,6650.936000001238,1968.9840000003096,2140.3080000001005,401.0,0,0.0,25.0,315,945,2021-04-22,fixed N=2 移动止损,accumulate,topstep,150k
9,4,4,4,7875.936000001238,1274.0,6601.936000001238,1968.9840000003096,2140.3080000001005,359.0,0,0.0,25.0,315,945,2021-06-22,fixed N=2 移动止损,accumulate,topstep,150k
9,4,4,4,7875.936000001238,1274.0,6601.936000001238,1968.9840000003096,2140.3080000001005,317.0,0,0.0,25.0,315,945,2021-08-20,fixed N=2 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2010-06-07,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2011-03-15,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2011-09-26,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2012-07-05,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2012-10-16,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-01-11,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-04-11,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-06-11,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-08-12,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-10-10,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-01-09,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-04-03,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-06-06,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-08-08,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-10-14,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-01-14,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-04-07,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-06-05,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-08-06,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-10-07,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-12-17,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-02-19,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-04-20,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-06-20,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-08-18,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-10-18,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-12-16,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-02-17,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-04-20,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-06-20,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-08-18,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-10-18,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-12-18,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-02-20,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-04-20,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-06-20,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-08-20,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-10-18,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-12-19,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-02-21,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-04-23,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-06-21,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-08-21,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-10-21,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-12-19,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-02-21,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-04-22,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-06-22,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-08-20,fixed N=1 移动止损,immediate,topstep,150k
5,1,1,10,4519.6560000005475,686.0,3833.6560000005475,451.96560000005474,1331.622000000041,1101.0,0,0.0,13.80952380952381,174,1086,2020-10-20,fixed N=1 移动止损,immediate,topstep,150k
5,1,1,4,2337.318000000226,441.0,1896.3180000002262,584.3295000000566,1307.7720000000409,1196.0,0,0.0,6.111111111111111,77,1183,2020-12-18,fixed N=1 移动止损,immediate,topstep,150k
5,1,1,7,6544.890000000345,539.0,6005.890000000345,934.984285714335,1699.1280000000377,1154.0,0,0.0,9.444444444444445,119,1141,2021-02-22,fixed N=1 移动止损,immediate,topstep,150k
5,1,1,10,9961.794000000473,637.0,9324.794000000473,996.1794000000475,2322.5400000000313,1112.0,0,0.0,12.777777777777779,161,1099,2021-04-22,fixed N=1 移动止损,immediate,topstep,150k
5,1,1,13,13822.380000000612,735.0,13087.380000000612,1063.2600000000473,2851.4160000000443,1070.0,0,0.0,16.11111111111111,203,1057,2021-06-22,fixed N=1 移动止损,immediate,topstep,150k
6,1,1,14,14175.10800000065,833.0,13342.10800000065,1012.5077142857608,2851.4160000000443,1028.0,0,0.0,16.984126984126984,214,1046,2021-08-20,fixed N=1 移动止损,immediate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2010-06-07,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2011-03-15,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2011-09-26,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2012-07-05,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2012-10-16,fixed N=1 移动止损,half_buffer,topstep,150k
