evals_bought,evals_passed,funded_accounts,payouts,withdrawn,fees_paid,net_to_trader,avg_payout,largest_payout,first_payout_day,capped_payouts,capped_pct,pct_time_funded,days_funded,days_in_eval,start_date,strategy,policy,firm,tier
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-01-11,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-04-11,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-06-11,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-08-12,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-10-10,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-01-09,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-04-03,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-06-06,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-08-08,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-10-14,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-01-14,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-04-07,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-06-05,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-08-06,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-10-07,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-12-17,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-02-19,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-04-20,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-06-20,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-08-18,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-10-18,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-12-16,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-02-17,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-04-20,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-06-20,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-08-18,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-10-18,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-12-18,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-02-20,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-04-20,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-06-20,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-08-20,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-10-18,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-12-19,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-02-21,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-04-23,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-06-21,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-08-21,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-10-21,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-12-19,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-02-21,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-04-22,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-06-22,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-08-20,fixed N=1 移动止损,half_buffer,topstep,150k
5,1,1,10,4100.696648437929,686.0,3414.696648437929,410.0696648437929,698.4630000000325,1101.0,0,0.0,13.80952380952381,174,1086,2020-10-20,fixed N=1 移动止损,half_buffer,topstep,150k
5,1,1,5,1935.850500000216,441.0,1494.850500000216,387.1701000000432,653.8860000000204,1196.0,0,0.0,6.111111111111111,77,1183,2020-12-18,fixed N=1 移动止损,half_buffer,topstep,150k
5,1,1,9,5028.788531250383,539.0,4489.788531250383,558.7542812500426,1050.2977500000504,1154.0,0,0.0,9.444444444444445,119,1141,2021-02-22,fixed N=1 移动止损,half_buffer,topstep,150k
5,1,1,12,7864.87756640675,637.0,7227.87756640675,655.4064638672291,1644.0724335937878,1112.0,0,0.0,12.777777777777779,161,1099,2021-04-22,fixed N=1 移动止损,half_buffer,topstep,150k
5,1,1,15,11595.293195801421,735.0,10860.293195801421,773.0195463867615,1644.0724335937878,1070.0,0,0.0,16.11111111111111,203,1057,2021-06-22,fixed N=1 移动止损,half_buffer,topstep,150k
6,1,1,16,13124.834597901072,833.0,12291.834597901072,820.3021623688169,1644.0724335937878,1028.0,0,0.0,16.984126984126984,214,1046,2021-08-20,fixed N=1 移动止损,half_buffer,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2010-06-07,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2011-03-15,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2011-09-26,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2012-07-05,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2012-10-16,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-01-11,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-04-11,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-06-11,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-08-12,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2013-10-10,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-01-09,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-04-03,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-06-06,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-08-08,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2014-10-14,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-01-14,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-04-07,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-06-05,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-08-06,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-10-07,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2015-12-17,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-02-19,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-04-20,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-06-20,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-08-18,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-10-18,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2016-12-16,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-02-17,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-04-20,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-06-20,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-08-18,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-10-18,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2017-12-18,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-02-20,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-04-20,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-06-20,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-08-20,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-10-18,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2018-12-19,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-02-21,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-04-23,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-06-21,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-08-21,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-10-21,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2019-12-19,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-02-21,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-04-22,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-06-22,fixed N=1 移动止损,accumulate,topstep,150k
6,0,0,0,0.0,294.0,-294.0,0.0,0.0,,0,0.0,0.0,0,1260,2020-08-20,fixed N=1 移动止损,accumulate,topstep,150k
5,1,1,2,3932.89200000045,686.0,3246.89200000045,1966.446000000225,2122.8480000001323,1128.0,0,0.0,13.80952380952381,174,1086,2020-10-20,fixed N=1 移动止损,accumulate,topstep,150k
5,1,1,1,1951.956000000154,441.0,1510.956000000154,1951.956000000154,1951.956000000154,1232.0,0,0.0,6.111111111111111,77,1183,2020-12-18,fixed N=1 移动止损,accumulate,topstep,150k
5,1,1,3,5601.564000000333,539.0,5062.564000000333,1867.188000000111,1951.956000000154,1190.0,0,0.0,9.444444444444445,119,1141,2021-02-22,fixed N=1 移动止损,accumulate,topstep,150k
5,1,1,5,9961.794000000475,637.0,9324.794000000475,1992.358800000095,2322.5400000000313,1148.0,0,0.0,12.777777777777779,161,1099,2021-04-22,fixed N=1 移动止损,accumulate,topstep,150k
5,1,1,7,14112.162000000622,735.0,13377.162000000622,2016.0231428572317,2322.5400000000313,1106.0,0,0.0,16.11111111111111,203,1057,2021-06-22,fixed N=1 移动止损,accumulate,topstep,150k
6,1,1,7,14112.162000000622,833.0,13279.162000000622,2016.0231428572317,2322.5400000000313,1064.0,0,0.0,17.142857142857142,216,1044,2021-08-20,fixed N=1 移动止损,accumulate,topstep,150k
23,2,2,2,3592.8000000000266,1323.0,2269.8000000000266,1796.4000000000133,1952.603999999998,1199.0,0,0.0,5.714285714285714,72,1188,2010-06-07,ATR k=4 移动止损,immediate,topstep,150k
23,2,2,2,3592.8000000000266,1323.0,2269.8000000000266,1796.4000000000133,1952.603999999998,1157.0,0,0.0,5.714285714285714,72,1188,2011-03-15,ATR k=4 移动止损,immediate,topstep,150k
22,2,2,2,3592.8000000000266,1274.0,2318.8000000000266,1796.4000000000133,1952.603999999998,1115.0,0,0.0,5.714285714285714,72,1188,2011-09-26,ATR k=4 移动止损,immediate,topstep,150k
22,2,2,2,3592.8000000000266,1274.0,2318.8000000000266,1796.4000000000133,1952.603999999998,1073.0,0,0.0,5.714285714285714,72,1188,2012-07-05,ATR k=4 移动止损,immediate,topstep,150k
19,2,2,2,3592.8000000000266,1127.0,2465.8000000000266,1796.4000000000133,1952.603999999998,1031.0,0,0.0,5.714285714285714,72,1188,2012-10-16,ATR k=4 移动止损,immediate,topstep,150k
19,2,2,2,3592.8000000000266,1127.0,2465.8000000000266,1796.4000000000133,1952.603999999998,989.0,0,0.0,5.714285714285714,72,1188,2013-01-11,ATR k=4 移动止损,immediate,topstep,150k
17,2,2,2,3592.8000000000266,1029.0,2563.8000000000266,1796.4000000000133,1952.603999999998,947.0,0,0.0,5.714285714285714,72,1188,2013-04-11,ATR k=4 移动止损,immediate,topstep,150k
17,2,2,2,3592.8000000000266,1029.0,2563.8000000000266,1796.4000000000133,1952.603999999998,905.0,0,0.0,5.714285714285714,72,1188,2013-06-11,ATR k=4 移动止损,immediate,topstep,150k
17,2,2,2,3592.8000000000266,1029.0,2563.8000000000266,1796.4000000000133,1952.603999999998,863.0,0,0.0,5.714285714285714,72,1188,2013-08-12,ATR k=4 移动止损,immediate,topstep,150k
16,2,2,2,3592.8000000000266,980.0,2612.8000000000266,1796.4000000000133,1952.603999999998,821.0,0,0.0,5.714285714285714,72,1188,2013-10-10,ATR k=4 移动止损,immediate,topstep,150k
15,2,2,2,3592.8000000000266,931.0,2661.8000000000266,1796.4000000000133,1952.603999999998,779.0,0,0.0,5.714285714285714,72,1188,2014-01-09,ATR k=4 移动止损,immediate,topstep,150k
15,2,2,2,3592.8000000000266,931.0,2661.8000000000266,1796.4000000000133,1952.603999999998,737.0,0,0.0,5.714285714285714,72,1188,2014-04-03,ATR k=4 移动止损,immediate,topstep,150k
14,2,2,2,3592.8000000000266,882.0,2710.8000000000266,1796.4000000000133,1952.603999999998,695.0,0,0.0,5.714285714285714,72,1188,2014-06-06,ATR k=4 移动止损,immediate,topstep,150k
13,2,2,2,3592.8000000000266,833.0,2759.8000000000266,1796.4000000000133,1952.603999999998,653.0,0,0.0,5.714285714285714,72,1188,2014-08-08,ATR k=4 移动止损,immediate,topstep,150k
12,3,3,2,3592.8000000000266,833.0,2759.8000000000266,1796.4000000000133,1952.603999999998,611.0,0,0.0,6.26984126984127,79,1181,2014-10-14,ATR k=4 移动止损,immediate,topstep,150k
11,3,3,4,5609.303999999972,882.0,4727.303999999972,1402.325999999993,1952.603999999998,569.0,0,0.0,9.603174603174603,121,1139,2015-01-14,ATR k=4 移动止损,immediate,topstep,150k
9,2,2,9,8231.23799999998,931.0,7300.237999999979,914.581999999998,1903.1760000000127,483.0,0,0.0,14.523809523809524,183,1077,2015-04-07,ATR k=4 移动止损,immediate,topstep,150k
11,3,3,9,11072.070000000198,1078.0,9994.070000000198,1230.2300000000223,1982.0699999999633,485.0,0,0.0,16.26984126984127,205,1055,2015-06-05,ATR k=4 移动止损,immediate,topstep,150k
11,3,3,9,11072.070000000198,1078.0,9994.070000000198,1230.2300000000223,1982.0699999999633,443.0,0,0.0,16.50793650793651,208,1052,2015-08-06,ATR k=4 移动止损,immediate,topstep,150k
10,3,3,9,11072.070000000198,1029.0,10043.070000000198,1230.2300000000223,1982.0699999999633,401.0,0,0.0,16.50793650793651,208,1052,2015-10-07,ATR k=4 移动止损,immediate,topstep,150k
9,3,3,9,11072.070000000198,980.0,10092.070000000198,1230.2300000000223,1982.0699999999633,359.0,0,0.0,16.50793650793651,208,1052,2015-12-17,ATR k=4 移动止损,immediate,topstep,150k
9,2,2,12,11578.554000000127,1029.0,10549.554000000127,964.8795000000108,1982.0699999999633,273.0,0,0.0,18.095238095238095,228,1032,2016-02-19,ATR k=4 移动止损,immediate,topstep,150k
9,2,2,9,11072.070000000198,882.0,10190.070000000198,1230.2300000000223,1982.0699999999633,275.0,0,0.0,14.047619047619047,177,1083,2016-04-20,ATR k=4 移动止损,immediate,topstep,150k
9,3,3,9,11072.070000000198,931.0,10141.070000000198,1230.2300000000223,1982.0699999999633,233.0,0,0.0,15.634920634920634,197,1063,2016-06-20,ATR k=4 移动止损,immediate,topstep,150k
8,3,3,10,10649.790000000083,980.0,9669.790000000083,1064.9790000000085,1982.0699999999633,192.0,0,0.0,18.88888888888889,238,1022,2016-08-18,ATR k=4 移动止损,immediate,topstep,150k
7,3,3,10,10090.296000000211,1029.0,9061.296000000211,1009.0296000000213,1982.0699999999633,804.0,0,0.0,22.38095238095238,282,978,2016-10-18,ATR k=4 移动止损,immediate,topstep,150k
8,3,3,10,10090.296000000211,1078.0,9012.296000000211,1009.0296000000213,1982.0699999999633,762.0,0,0.0,22.38095238095238,282,978,2016-12-16,ATR k=4 移动止损,immediate,topstep,150k
8,2,2,10,10090.296000000211,980.0,9110.296000000211,1009.0296000000213,1982.0699999999633,720.0,0,0.0,19.047619047619047,240,1020,2017-02-17,ATR k=4 移动止损,immediate,topstep,150k
9,2,2,10,10090.296000000211,1029.0,9061.296000000211,1009.0296000000213,1982.0699999999633,678.0,0,0.0,19.047619047619047,240,1020,2017-04-20,ATR k=4 移动止损,immediate,topstep,150k
9,2,2,10,10090.296000000211,1029.0,9061.296000000211,1009.0296000000213,1982.0699999999633,636.0,0,0.0,19.047619047619047,240,1020,2017-06-20,ATR k=4 移动止损,immediate,topstep,150k
8,2,2,10,10090.296000000211,980.0,9110.296000000211,1009.0296000000213,1982.0699999999633,594.0,0,0.0,19.047619047619047,240,1020,2017-08-18,ATR k=4 移动止损,immediate,topstep,150k
9,4,4,11,10120.248000000212,1323.0,8797.248000000212,920.0225454545648,2760.3179999999907,475.0,0,0.0,27.6984126984127,349,911,2017-10-18,ATR k=4 移动止损,immediate,topstep,150k
10,4,4,11,10120.248000000212,1372.0,8748.248000000212,920.0225454545648,2760.3179999999907,433.0,0,0.0,27.22222222222222,343,917,2017-12-18,ATR k=4 移动止损,immediate,topstep,150k
11,5,5,11,10120.248000000212,1519.0,8601.248000000212,920.0225454545648,2760.3179999999907,391.0,0,0.0,30.158730158730158,380,880,2018-02-20,ATR k=4 移动止损,immediate,topstep,150k
10,5,5,11,10120.248000000212,1470.0,8650.248000000212,920.0225454545648,2760.3179999999907,349.0,0,0.0,30.158730158730158,380,880,2018-04-20,ATR k=4 移动止损,immediate,topstep,150k
9,5,5,11,10120.248000000212,1421.0,8699.248000000212,920.0225454545648,2760.3179999999907,307.0,0,0.0,30.634920634920636,386,874,2018-06-20,ATR k=4 移动止损,immediate,topstep,150k
6,5,5,10,10102.824000000197,980.0,9122.824000000197,1010.2824000000197,2534.5799999999845,247.0,0,0.0,19.761904761904763,249,1011,2018-08-20,ATR k=4 移动止损,immediate,topstep,150k
10,5,5,12,13202.69400000032,1421.0,11781.69400000032,1100.2245000000266,3082.446000000107,223.0,0,0.0,27.6984126984127,349,911,2018-10-18,ATR k=4 移动止损,immediate,topstep,150k
10,4,4,14,15826.842000000319,1421.0,14405.842000000319,1130.4887142857372,3082.446000000107,204.0,0,0.0,28.095238095238095,354,906,2018-12-19,ATR k=4 移动止损,immediate,topstep,150k
11,5,5,12,13202.69400000032,1470.0,11732.69400000032,1100.2245000000266,3082.446000000107,139.0,0,0.0,27.6984126984127,349,911,2019-02-21,ATR k=4 移动止损,immediate,topstep,150k
9,4,4,14,15826.842000000319,1372.0,14454.842000000319,1130.4887142857372,3082.446000000107,120.0,0,0.0,28.095238095238095,354,906,2019-04-23,ATR k=4 移动止损,immediate,topstep,150k
9,4,4,11,13586.65200000034,1225.0,12361.65200000034,1235.1501818182128,3082.446000000107,131.0,0,0.0,23.80952380952381,300,960,2019-06-21,ATR k=4 移动止损,immediate,topstep,150k
8,4,4,8,8722.656000000574,1078.0,7644.656000000574,1090.3320000000717,3082.446000000107,177.0,0,0.0,18.49206349206349,233,1027,2019-08-21,ATR k=4 移动止损,immediate,topstep,150k
8,4,4,7,7642.818000000358,1029.0,6613.818000000358,1091.831142857194,3082.446000000107,165.0,0,0.0,17.3015873015873,218,1042,2019-10-21,ATR k=4 移动止损,immediate,topstep,150k
9,5,5,13,13617.342000000737,1323.0,12294.342000000737,1047.4878461539029,3082.446000000107,131.0,0,0.0,25.238095238095237,318,942,2019-12-19,ATR k=4 移动止损,immediate,topstep,150k
10,5,5,8,10482.930000000533,1225.0,9257.930000000533,1310.3662500000669,3082.446000000107,150.0,0,0.0,21.26984126984127,268,992,2020-02-21,ATR k=4 移动止损,immediate,topstep,150k
8,4,4,6,8087.7600000004395,931.0,7156.7600000004395,1347.9600000000733,3082.446000000107,386.0,0,0.0,13.73015873015873,173,1087,2020-04-23,ATR k=4 移动止损,immediate,topstep,150k
8,5,5,7,8986.932000000532,1078.0,7908.932000000532,1283.8474285715045,3082.446000000107,324.0,0,0.0,18.650793650793652,235,1025,2020-06-23,ATR k=4 移动止损,immediate,topstep,150k
8,5,5,7,8626.69800000055,1176.0,7450.69800000055,1232.3854285715072,3082.446000000107,282.0,0,0.0,21.58730158730159,272,988,2020-08-21,ATR k=4 移动止损,immediate,topstep,150k
8,5,5,8,8883.55800000133,1274.0,7609.558000001331,1110.4447500001666,3082.446000000107,240.0,0,0.0,24.92063492063492,314,946,2020-10-21,ATR k=4 移动止损,immediate,topstep,150k
10,5,5,7,9758.07000000109,1372.0,8386.07000000109,1394.0100000001555,3082.446000000107,157.0,0,0.0,26.428571428571427,333,927,2020-12-21,ATR k=4 移动止损,immediate,topstep,150k
9,5,5,7,9978.822000000957,1274.0,8704.822000000957,1425.5460000001367,3082.446000000107,88.0,0,0.0,24.365079365079364,307,953,2021-02-23,ATR k=4 移动止损,immediate,topstep,150k
8,5,5,7,8344.62000000122,1274.0,7070.6200000012195,1192.0885714287456,3082.446000000107,134.0,0,0.0,24.761904761904763,312,948,2021-04-23,ATR k=4 移动止损,immediate,topstep,150k
7,4,4,5,6152.508000001934,1323.0,4829.508000001934,1230.5016000003868,3001.914000000071,368.0,0,0.0,29.285714285714285,369,891,2021-06-23,ATR k=4 移动止损,immediate,topstep,150k
23,2,2,2,2284.5510000000127,1323.0,961.5510000000127,1142.2755000000063,1308.2490000000137,1199.0,0,0.0,5.7936507936507935,73,1187,2010-06-07,ATR k=4 移动止损,half_buffer,topstep,150k
23,2,2,2,2284.5510000000127,1323.0,961.5510000000127,1142.2755000000063,1308.2490000000137,1157.0,0,0.0,5.7936507936507935,73,1187,2011-03-15,ATR k=4 移动止损,half_buffer,topstep,150k
