evals_bought,evals_passed,funded_accounts,payouts,withdrawn,fees_paid,net_to_trader,avg_payout,largest_payout,first_payout_day,capped_payouts,capped_pct,pct_time_funded,days_funded,days_in_eval,start_date,config
9,3,3,8,4734.079999999929,1590.0,3144.079999999929,591.7599999999911,2000.0,61,1,12.5,59.92063492063492,302,202,2022-10-04,fixed N=2 (trailing)
12,4,4,6,4616.759999999944,1695.0,2921.759999999944,769.4599999999906,2000.0,278,1,16.666666666666668,55.75396825396825,281,223,2022-11-02,fixed N=2 (trailing)
12,4,4,6,4616.759999999944,1610.0,3006.759999999944,769.4599999999906,2000.0,257,1,16.666666666666668,52.77777777777778,266,238,2022-12-02,fixed N=2 (trailing)
12,4,4,7,5230.439999999937,1695.0,3535.439999999937,747.2057142857053,2000.0,236,1,14.285714285714286,56.94444444444444,287,217,2023-01-04,fixed N=2 (trailing)
11,4,4,8,5523.79999999993,1745.0,3778.79999999993,690.4749999999913,2000.0,215,1,12.5,61.111111111111114,308,196,2023-02-03,fixed N=2 (trailing)
10,3,3,9,6474.599999999926,1710.0,4764.599999999926,719.3999999999918,2000.0,194,1,11.11111111111111,62.1031746031746,313,191,2023-03-07,fixed N=2 (trailing)
9,3,3,10,8226.599999999919,1760.0,6466.5999999999185,822.6599999999919,2000.0,173,1,10.0,66.26984126984127,334,170,2023-04-05,fixed N=2 (trailing)
8,3,3,11,10117.279999999912,1810.0,8307.279999999912,919.7527272727192,2000.0,152,1,9.090909090909092,70.43650793650794,355,149,2023-05-05,fixed N=2 (trailing)
8,3,3,12,11697.359999999906,1895.0,9802.359999999906,974.7799999999921,2000.0,131,1,8.333333333333334,74.60317460317461,376,128,2023-06-06,fixed N=2 (trailing)
9,3,3,12,11697.359999999906,1930.0,9767.359999999906,974.7799999999921,2000.0,110,1,8.333333333333334,75.39682539682539,380,124,2023-07-07,fixed N=2 (trailing)
8,4,4,12,11697.359999999906,1895.0,9802.359999999906,974.7799999999921,2000.0,89,1,8.333333333333334,75.39682539682539,380,124,2023-08-07,fixed N=2 (trailing)
9,4,4,10,10160.279999999933,1675.0,8485.279999999933,1016.0279999999933,2000.0,186,1,10.0,60.11904761904762,303,201,2023-09-06,fixed N=2 (trailing)
9,5,5,10,10160.279999999933,1760.0,8400.279999999933,1016.0279999999933,2000.0,165,1,10.0,62.1031746031746,313,191,2023-10-05,fixed N=2 (trailing)
9,5,5,10,10160.279999999933,1845.0,8315.279999999933,1016.0279999999933,2000.0,144,1,10.0,66.46825396825396,335,169,2023-11-03,fixed N=2 (trailing)
10,5,5,10,10160.279999999933,1880.0,8280.279999999933,1016.0279999999933,2000.0,123,1,10.0,68.05555555555556,343,161,2023-12-05,fixed N=2 (trailing)
11,5,5,10,10160.279999999933,1915.0,8245.279999999933,1016.0279999999933,2000.0,102,1,10.0,69.24603174603175,349,155,2024-01-05,fixed N=2 (trailing)
9,5,5,11,10411.239999999925,1930.0,8481.239999999925,946.4763636363568,2000.0,81,1,9.090909090909092,73.41269841269842,370,134,2024-02-06,fixed N=2 (trailing)
8,5,5,12,12411.239999999925,1980.0,10431.239999999925,1034.2699999999938,2000.0,60,2,16.666666666666668,77.57936507936508,391,113,2024-03-07,fixed N=2 (trailing)
8,5,5,12,12411.239999999925,2065.0,10346.239999999925,1034.2699999999938,2000.0,39,2,16.666666666666668,79.76190476190476,402,102,2024-04-08,fixed N=2 (trailing)
10,6,6,7,8845.47999999996,1710.0,7135.47999999996,1263.6399999999942,2000.0,55,2,28.571428571428573,56.74603174603175,286,218,2024-05-07,fixed N=2 (trailing)
11,6,6,6,6845.47999999996,1745.0,5100.47999999996,1140.9133333333266,2000.0,158,1,16.666666666666668,54.76190476190476,276,228,2024-06-06,fixed N=2 (trailing)
11,6,6,6,6845.47999999996,1745.0,5100.47999999996,1140.9133333333266,2000.0,137,1,16.666666666666668,53.96825396825397,272,232,2024-07-09,fixed N=2 (trailing)
11,6,6,6,6845.47999999996,1745.0,5100.47999999996,1140.9133333333266,2000.0,116,1,16.666666666666668,53.57142857142857,270,234,2024-08-07,fixed N=2 (trailing)
2,2,2,5,5490.2799999999625,1175.0,4315.2799999999625,1098.0559999999925,2000.0,206,1,20.0,50.595238095238095,255,249,2018-01-02,fixed N=2 (fixed stop)
2,2,2,6,6485.79999999993,1770.0,4715.79999999993,1080.966666666655,2000.0,181,2,33.333333333333336,75.9920634920635,383,121,2018-02-01,fixed N=2 (fixed stop)
2,2,2,6,5254.159999999945,1175.0,4079.1599999999453,875.6933333333242,2000.0,167,1,16.666666666666668,52.57936507936508,265,239,2018-03-05,fixed N=2 (fixed stop)
4,2,2,6,5254.159999999945,1330.0,3924.1599999999453,875.6933333333242,2000.0,146,1,16.666666666666668,53.96825396825397,272,232,2018-04-04,fixed N=2 (fixed stop)
4,2,2,5,4180.159999999953,1245.0,2935.1599999999526,836.0319999999905,1112.0799999999945,133,0,0.0,49.007936507936506,247,257,2018-05-03,fixed N=2 (fixed stop)
4,2,2,6,4687.03999999995,1160.0,3527.03999999995,781.173333333325,1616.1599999999962,107,0,0.0,49.20634920634921,248,256,2018-06-04,fixed N=2 (fixed stop)
5,2,2,6,5523.719999999943,1450.0,4073.719999999943,920.6199999999905,2000.0,83,1,16.666666666666668,55.55555555555556,280,224,2018-07-03,fixed N=2 (fixed stop)
6,2,2,5,2954.839999999953,1230.0,1724.8399999999529,590.9679999999905,1154.439999999995,77,0,0.0,47.22222222222222,238,266,2018-08-02,fixed N=2 (fixed stop)
6,3,3,4,2580.8799999999537,1400.0,1180.8799999999537,645.2199999999884,1112.0799999999945,67,0,0.0,50.198412698412696,253,251,2018-08-31,fixed N=2 (fixed stop)
6,3,3,6,3466.199999999946,1400.0,2066.199999999946,577.6999999999911,1154.439999999995,35,0,0.0,53.37301587301587,269,235,2018-10-02,fixed N=2 (fixed stop)
6,3,3,3,1694.2399999999616,1315.0,379.2399999999616,564.7466666666538,994.0799999999945,330,0,0.0,50.3968253968254,254,250,2018-10-31,fixed N=2 (fixed stop)
8,3,3,3,1694.2399999999616,1300.0,394.2399999999616,564.7466666666538,994.0799999999945,309,0,0.0,45.23809523809524,228,276,2018-11-30,fixed N=2 (fixed stop)
8,2,2,3,1694.2399999999616,960.0,734.2399999999616,564.7466666666538,994.0799999999945,288,0,0.0,32.142857142857146,162,342,2019-01-03,fixed N=2 (fixed stop)
8,2,2,3,1694.2399999999616,960.0,734.2399999999616,564.7466666666538,994.0799999999945,267,0,0.0,32.142857142857146,162,342,2019-02-04,fixed N=2 (fixed stop)
8,2,2,3,2453.079999999958,1045.0,1408.079999999958,817.6933333333194,994.0799999999945,246,0,0.0,34.523809523809526,174,330,2019-03-06,fixed N=2 (fixed stop)
8,2,2,2,1505.4399999999878,705.0,800.4399999999878,752.7199999999939,994.0799999999945,370,0,0.0,17.261904761904763,87,417,2019-04-04,fixed N=2 (fixed stop)
8,3,3,2,1505.4399999999878,790.0,715.4399999999878,752.7199999999939,994.0799999999945,349,0,0.0,17.658730158730158,89,415,2019-05-06,fixed N=2 (fixed stop)
8,3,3,4,2583.6799999999566,1130.0,1453.6799999999566,645.9199999999892,994.0799999999945,183,0,0.0,37.301587301587304,188,316,2019-06-05,fixed N=2 (fixed stop)
8,3,3,4,2583.6799999999566,1215.0,1368.6799999999566,645.9199999999892,994.0799999999945,162,0,0.0,41.46825396825397,209,295,2019-07-05,fixed N=2 (fixed stop)
8,3,3,3,2085.2399999999834,1045.0,1040.2399999999834,695.0799999999945,994.0799999999945,286,0,0.0,30.357142857142858,153,351,2019-08-05,fixed N=2 (fixed stop)
9,3,3,3,2085.2399999999834,1080.0,1005.2399999999834,695.0799999999945,994.0799999999945,265,0,0.0,32.142857142857146,162,342,2019-09-04,fixed N=2 (fixed stop)
10,3,3,3,2085.2399999999834,1030.0,1055.2399999999834,695.0799999999945,994.0799999999945,244,0,0.0,29.166666666666668,147,357,2019-10-03,fixed N=2 (fixed stop)
11,3,3,3,2085.2399999999834,1065.0,1020.2399999999834,695.0799999999945,994.0799999999945,223,0,0.0,29.166666666666668,147,357,2019-11-01,fixed N=2 (fixed stop)
12,3,3,3,2085.2399999999834,1100.0,985.2399999999834,695.0799999999945,994.0799999999945,202,0,0.0,29.166666666666668,147,357,2019-12-03,fixed N=2 (fixed stop)
13,3,3,3,2085.2399999999834,1135.0,950.2399999999834,695.0799999999945,994.0799999999945,181,0,0.0,29.166666666666668,147,357,2020-01-03,fixed N=2 (fixed stop)
16,2,2,3,2085.2399999999834,1155.0,930.2399999999834,695.0799999999945,994.0799999999945,160,0,0.0,26.785714285714285,135,369,2020-02-04,fixed N=2 (fixed stop)
18,3,3,3,2085.2399999999834,1310.0,775.2399999999834,695.0799999999945,994.0799999999945,139,0,0.0,27.77777777777778,140,364,2020-03-05,fixed N=2 (fixed stop)
17,4,4,3,2085.2399999999834,1360.0,725.2399999999834,695.0799999999945,994.0799999999945,118,0,0.0,29.96031746031746,151,353,2020-04-03,fixed N=2 (fixed stop)
17,4,4,4,3103.039999999979,1445.0,1658.039999999979,775.7599999999948,1017.7999999999956,97,0,0.0,34.12698412698413,172,332,2020-05-05,fixed N=2 (fixed stop)
18,5,5,4,3103.039999999979,1565.0,1538.039999999979,775.7599999999948,1017.7999999999956,76,0,0.0,36.70634920634921,185,319,2020-06-04,fixed N=2 (fixed stop)
17,5,5,4,3103.039999999979,1615.0,1488.039999999979,775.7599999999948,1017.7999999999956,55,0,0.0,40.87301587301587,206,298,2020-07-06,fixed N=2 (fixed stop)
19,6,6,2,1597.5999999999913,1685.0,-87.40000000000873,798.7999999999956,1017.7999999999956,201,0,0.0,39.682539682539684,200,304,2020-08-04,fixed N=2 (fixed stop)
19,7,7,2,1597.5999999999913,1770.0,-172.40000000000873,798.7999999999956,1017.7999999999956,180,0,0.0,37.5,189,315,2020-09-02,fixed N=2 (fixed stop)
18,5,5,3,1971.7599999999875,1480.0,491.7599999999875,657.2533333333291,1017.7999999999956,159,0,0.0,33.13492063492063,167,337,2020-10-02,fixed N=2 (fixed stop)
20,6,6,3,1971.7599999999875,1635.0,336.7599999999875,657.2533333333291,1017.7999999999956,138,0,0.0,36.30952380952381,183,321,2020-11-02,fixed N=2 (fixed stop)
19,7,7,3,1971.7599999999875,1685.0,286.7599999999875,657.2533333333291,1017.7999999999956,117,0,0.0,34.32539682539682,173,331,2020-12-02,fixed N=2 (fixed stop)
19,7,7,3,1971.7599999999875,1770.0,201.75999999998749,657.2533333333291,1017.7999999999956,96,0,0.0,40.67460317460318,205,299,2021-01-04,fixed N=2 (fixed stop)
20,6,6,3,1971.7599999999875,1720.0,251.75999999998749,657.2533333333291,1017.7999999999956,75,0,0.0,40.07936507936508,202,302,2021-02-03,fixed N=2 (fixed stop)
20,6,6,3,1971.7599999999875,1720.0,251.75999999998749,657.2533333333291,1017.7999999999956,54,0,0.0,40.07936507936508,202,302,2021-03-05,fixed N=2 (fixed stop)
20,6,6,2,1391.9599999999919,1720.0,-328.04000000000815,695.9799999999959,1017.7999999999956,259,0,0.0,39.285714285714285,198,306,2021-04-06,fixed N=2 (fixed stop)
20,5,5,2,1391.9599999999919,1380.0,11.959999999991851,695.9799999999959,1017.7999999999956,238,0,0.0,25.0,126,378,2021-05-05,fixed N=2 (fixed stop)
20,5,5,2,1391.9599999999919,1380.0,11.959999999991851,695.9799999999959,1017.7999999999956,217,0,0.0,25.0,126,378,2021-06-04,fixed N=2 (fixed stop)
21,5,5,2,1391.9599999999919,1415.0,-23.04000000000815,695.9799999999959,1017.7999999999956,196,0,0.0,25.0,126,378,2021-07-06,fixed N=2 (fixed stop)
20,5,5,2,1391.9599999999919,1380.0,11.959999999991851,695.9799999999959,1017.7999999999956,175,0,0.0,25.0,126,378,2021-08-04,fixed N=2 (fixed stop)
21,6,6,2,1391.9599999999919,1500.0,-108.04000000000815,695.9799999999959,1017.7999999999956,154,0,0.0,26.38888888888889,133,371,2021-09-02,fixed N=2 (fixed stop)
20,6,6,2,1391.9599999999919,1550.0,-158.04000000000815,695.9799999999959,1017.7999999999956,133,0,0.0,30.555555555555557,154,350,2021-10-04,fixed N=2 (fixed stop)
19,6,6,2,1391.9599999999919,1600.0,-208.04000000000815,695.9799999999959,1017.7999999999956,112,0,0.0,34.72222222222222,175,329,2021-11-02,fixed N=2 (fixed stop)
17,6,6,3,1926.5599999999758,1615.0,311.55999999997584,642.1866666666587,1017.7999999999956,91,0,0.0,38.888888888888886,196,308,2021-12-02,fixed N=2 (fixed stop)
16,6,6,4,2054.95999999997,1665.0,389.95999999997,513.7399999999925,1017.7999999999956,70,0,0.0,43.05555555555556,217,287,2022-01-03,fixed N=2 (fixed stop)
14,6,6,5,3016.0399999999645,1680.0,1336.0399999999645,603.2079999999929,1017.7999999999956,49,0,0.0,47.22222222222222,238,266,2022-02-02,fixed N=2 (fixed stop)
14,5,5,6,4088.7999999999593,1595.0,2493.7999999999593,681.4666666666599,1786.3999999999942,24,0,0.0,45.43650793650794,229,275,2022-03-04,fixed N=2 (fixed stop)
15,5,5,4,1998.2399999999689,1545.0,453.23999999996886,499.5599999999922,961.0799999999945,116,0,0.0,40.476190476190474,204,300,2022-04-04,fixed N=2 (fixed stop)
15,5,5,4,1998.2399999999689,1545.0,453.23999999996886,499.5599999999922,961.0799999999945,95,0,0.0,40.07936507936508,202,302,2022-05-04,fixed N=2 (fixed stop)
15,5,5,3,1624.0799999999726,1460.0,164.07999999997264,541.3599999999909,961.0799999999945,363,0,0.0,33.92857142857143,171,333,2022-06-03,fixed N=2 (fixed stop)
14,5,5,4,1998.2399999999689,1425.0,573.2399999999689,499.5599999999922,961.0799999999945,53,0,0.0,39.285714285714285,198,306,2022-07-06,fixed N=2 (fixed stop)
14,6,6,3,1624.0799999999726,1510.0,114.07999999997264,541.3599999999909,961.0799999999945,321,0,0.0,40.67460317460318,205,299,2022-08-04,fixed N=2 (fixed stop)
14,5,5,4,2071.1199999999662,1510.0,561.1199999999662,517.7799999999916,961.0799999999945,300,0,0.0,42.06349206349206,212,292,2022-09-02,fixed N=2 (fixed stop)
14,5,5,4,2071.1199999999662,1510.0,561.1199999999662,517.7799999999916,961.0799999999945,279,0,0.0,42.06349206349206,212,292,2022-10-04,fixed N=2 (fixed stop)
14,4,4,4,2071.1199999999662,1340.0,731.1199999999662,517.7799999999916,961.0799999999945,258,0,0.0,35.11904761904762,177,327,2022-11-02,fixed N=2 (fixed stop)
14,5,5,4,2071.1199999999662,1425.0,646.1199999999662,517.7799999999916,961.0799999999945,237,0,0.0,37.1031746031746,187,317,2022-12-02,fixed N=2 (fixed stop)
14,5,5,5,3917.15999999996,1510.0,2407.15999999996,783.431999999992,1846.0399999999936,216,0,0.0,41.26984126984127,208,296,2023-01-04,fixed N=2 (fixed stop)
13,5,5,7,7917.15999999996,1560.0,6357.15999999996,1131.0228571428513,2000.0,195,2,28.571428571428573,45.43650793650794,229,275,2023-02-03,fixed N=2 (fixed stop)
12,6,6,8,9713.479999999945,1780.0,7933.479999999945,1214.1849999999931,2000.0,174,2,25.0,56.74603174603175,286,218,2023-03-07,fixed N=2 (fixed stop)
11,5,5,8,9713.479999999945,1660.0,8053.479999999945,1214.1849999999931,2000.0,153,2,25.0,53.76984126984127,271,233,2023-04-05,fixed N=2 (fixed stop)
11,5,5,8,9713.479999999945,1745.0,7968.479999999945,1214.1849999999931,2000.0,132,2,25.0,57.93650793650794,292,212,2023-05-05,fixed N=2 (fixed stop)
11,5,5,11,24901.799999999974,1830.0,23071.799999999974,2263.7999999999975,13846.00000000003,74,2,18.181818181818183,62.301587301587304,314,190,2023-06-06,fixed N=2 (fixed stop)
12,5,5,11,24901.799999999974,1865.0,23036.799999999974,2263.7999999999975,13846.00000000003,53,2,18.181818181818183,62.5,315,189,2023-07-07,fixed N=2 (fixed stop)
13,6,6,11,24901.799999999974,1985.0,22916.799999999974,2263.7999999999975,13846.00000000003,32,2,18.181818181818183,62.8968253968254,317,187,2023-08-07,fixed N=2 (fixed stop)
14,6,6,6,21935.4,1595.0,20340.4,3655.9,13846.00000000003,236,2,33.333333333333336,45.23809523809524,228,276,2023-09-06,fixed N=2 (fixed stop)
14,6,6,6,21935.4,1595.0,20340.4,3655.9,13846.00000000003,215,2,33.333333333333336,45.23809523809524,228,276,2023-10-05,fixed N=2 (fixed stop)
15,5,5,6,21935.4,1545.0,20390.4,3655.9,13846.00000000003,194,2,33.333333333333336,43.25396825396825,218,286,2023-11-03,fixed N=2 (fixed stop)
16,6,6,6,21935.4,1665.0,20270.4,3655.9,13846.00000000003,173,2,33.333333333333336,44.24603174603175,223,281,2023-12-05,fixed N=2 (fixed stop)
17,7,7,6,21935.4,1785.0,20150.4,3655.9,13846.00000000003,152,2,33.333333333333336,47.023809523809526,237,267,2024-01-05,fixed N=2 (fixed stop)
15,7,7,8,24004.759999999995,1800.0,22204.759999999995,3000.5949999999993,13846.00000000003,131,3,37.5,51.19047619047619,258,246,2024-02-06,fixed N=2 (fixed stop)
14,7,7,8,24004.759999999995,1850.0,22154.759999999995,3000.5949999999993,13846.00000000003,110,3,37.5,55.357142857142854,279,225,2024-03-07,fixed N=2 (fixed stop)
13,7,7,9,25997.559999999983,1900.0,24097.559999999983,2888.6177777777757,13846.00000000003,89,3,33.333333333333336,60.11904761904762,303,201,2024-04-08,fixed N=2 (fixed stop)
12,5,5,10,32636.03999999998,1780.0,30856.03999999998,3263.603999999998,13846.00000000003,66,3,30.0,56.54761904761905,285,219,2024-05-07,fixed N=2 (fixed stop)
14,6,6,10,32136.35999999998,1935.0,30201.35999999998,3213.6359999999977,13846.00000000003,47,3,30.0,57.142857142857146,288,216,2024-06-06,fixed N=2 (fixed stop)
17,7,7,9,31689.319999999985,2040.0,29649.319999999985,3521.035555555554,13846.00000000003,117,3,33.333333333333336,52.57936507936508,265,239,2024-07-09,fixed N=2 (fixed stop)
