evals_bought,evals_passed,funded_accounts,payouts,withdrawn,fees_paid,net_to_trader,avg_payout,largest_payout,first_payout_day,capped_payouts,capped_pct,pct_time_funded,days_funded,days_in_eval,start_date,config
16,6,6,9,31689.319999999985,1920.0,29769.319999999985,3521.035555555554,13846.00000000003,96,3,33.333333333333336,51.388888888888886,259,245,2024-08-07,fixed N=2 (fixed stop)
12,3,3,6,6785.099999999926,1270.0,5515.099999999926,1130.8499999999876,3802.600000000035,162,1,16.666666666666668,37.8968253968254,191,313,2018-01-02,pct 0.5% (trailing)
11,3,3,6,6785.099999999926,1235.0,5550.099999999926,1130.8499999999876,3802.600000000035,141,1,16.666666666666668,37.8968253968254,191,313,2018-02-01,pct 0.5% (trailing)
10,4,4,6,6785.099999999926,1285.0,5500.099999999926,1130.8499999999876,3802.600000000035,120,1,16.666666666666668,41.07142857142857,207,297,2018-03-05,pct 0.5% (trailing)
11,4,4,6,6785.099999999926,1320.0,5465.099999999926,1130.8499999999876,3802.600000000035,99,1,16.666666666666668,42.46031746031746,214,290,2018-04-04,pct 0.5% (trailing)
12,4,4,6,6785.099999999926,1355.0,5430.099999999926,1130.8499999999876,3802.600000000035,78,1,16.666666666666668,43.45238095238095,219,285,2018-05-03,pct 0.5% (trailing)
10,5,5,6,6785.099999999926,1370.0,5415.099999999926,1130.8499999999876,3802.600000000035,57,1,16.666666666666668,45.23809523809524,228,276,2018-06-04,pct 0.5% (trailing)
10,5,5,6,6785.099999999926,1455.0,5330.099999999926,1130.8499999999876,3802.600000000035,36,1,16.666666666666668,48.41269841269841,244,260,2018-07-03,pct 0.5% (trailing)
11,6,6,2,157.35999999994237,1320.0,-1162.6400000000576,78.67999999997119,138.2399999999834,292,0,0.0,35.317460317460316,178,326,2018-08-02,pct 0.5% (trailing)
11,6,6,2,157.35999999994237,1320.0,-1162.6400000000576,78.67999999997119,138.2399999999834,271,0,0.0,33.92857142857143,171,333,2018-08-31,pct 0.5% (trailing)
11,6,6,2,157.35999999994237,1320.0,-1162.6400000000576,78.67999999997119,138.2399999999834,250,0,0.0,35.91269841269841,181,323,2018-10-02,pct 0.5% (trailing)
11,6,6,2,157.35999999994237,1235.0,-1077.6400000000576,78.67999999997119,138.2399999999834,229,0,0.0,34.32539682539682,173,331,2018-10-31,pct 0.5% (trailing)
12,5,5,2,157.35999999994237,1185.0,-1027.6400000000576,78.67999999997119,138.2399999999834,208,0,0.0,31.150793650793652,157,347,2018-11-30,pct 0.5% (trailing)
13,5,5,2,157.35999999994237,1220.0,-1062.6400000000576,78.67999999997119,138.2399999999834,187,0,0.0,31.150793650793652,157,347,2019-01-03,pct 0.5% (trailing)
14,5,5,2,157.35999999994237,1255.0,-1097.6400000000576,78.67999999997119,138.2399999999834,166,0,0.0,31.150793650793652,157,347,2019-02-04,pct 0.5% (trailing)
13,5,5,2,157.35999999994237,1220.0,-1062.6400000000576,78.67999999997119,138.2399999999834,145,0,0.0,31.150793650793652,157,347,2019-03-06,pct 0.5% (trailing)
13,5,5,2,157.35999999994237,1220.0,-1062.6400000000576,78.67999999997119,138.2399999999834,124,0,0.0,31.150793650793652,157,347,2019-04-04,pct 0.5% (trailing)
12,6,6,2,157.35999999994237,1270.0,-1112.6400000000576,78.67999999997119,138.2399999999834,103,0,0.0,32.142857142857146,162,342,2019-05-06,pct 0.5% (trailing)
11,6,6,3,171.9800000000032,1320.0,-1148.0199999999968,57.326666666667734,138.2399999999834,82,0,0.0,36.30952380952381,183,321,2019-06-05,pct 0.5% (trailing)
11,5,5,3,482.54000000009546,1235.0,-752.4599999999045,160.8466666666985,356.9199999999546,72,0,0.0,33.13492063492063,167,337,2019-07-05,pct 0.5% (trailing)
11,5,5,2,125.62000000014086,1150.0,-1024.3799999998591,62.81000000007043,111.00000000008004,455,0,0.0,26.984126984126984,136,368,2019-08-05,pct 0.5% (trailing)
11,5,5,3,694.5400000002337,1235.0,-540.4599999997663,231.51333333341123,568.9200000000928,434,0,0.0,31.150793650793652,157,347,2019-09-04,pct 0.5% (trailing)
12,4,4,3,694.5400000002337,1185.0,-490.4599999997663,231.51333333341123,568.9200000000928,413,0,0.0,32.73809523809524,165,339,2019-10-03,pct 0.5% (trailing)
13,5,5,3,694.5400000002337,1390.0,-695.4599999997663,231.51333333341123,568.9200000000928,392,0,0.0,37.5,189,315,2019-11-01,pct 0.5% (trailing)
13,5,5,3,694.5400000002337,1390.0,-695.4599999997663,231.51333333341123,568.9200000000928,371,0,0.0,37.1031746031746,187,317,2019-12-03,pct 0.5% (trailing)
13,5,5,3,694.5400000002337,1390.0,-695.4599999997663,231.51333333341123,568.9200000000928,350,0,0.0,37.1031746031746,187,317,2020-01-03,pct 0.5% (trailing)
13,4,4,3,694.5400000002337,1220.0,-525.4599999997663,231.51333333341123,568.9200000000928,329,0,0.0,32.73809523809524,165,339,2020-02-04,pct 0.5% (trailing)
13,4,4,3,694.5400000002337,1220.0,-525.4599999997663,231.51333333341123,568.9200000000928,308,0,0.0,32.73809523809524,165,339,2020-03-05,pct 0.5% (trailing)
12,3,3,3,694.5400000002337,1015.0,-320.4599999997663,231.51333333341123,568.9200000000928,287,0,0.0,27.77777777777778,140,364,2020-04-03,pct 0.5% (trailing)
12,3,3,3,694.5400000002337,1015.0,-320.4599999997663,231.51333333341123,568.9200000000928,266,0,0.0,26.58730158730159,134,370,2020-05-05,pct 0.5% (trailing)
12,3,3,3,694.5400000002337,1015.0,-320.4599999997663,231.51333333341123,568.9200000000928,245,0,0.0,28.174603174603174,142,362,2020-06-04,pct 0.5% (trailing)
10,2,2,4,1421.6800000002477,945.0,476.6800000002477,355.4200000000619,727.140000000014,224,0,0.0,28.76984126984127,145,359,2020-07-06,pct 0.5% (trailing)
11,3,3,5,3421.6800000002477,1235.0,2186.6800000002477,684.3360000000496,2000.0,203,1,20.0,39.88095238095238,201,303,2020-08-04,pct 0.5% (trailing)
12,2,2,5,3421.6800000002477,1185.0,2236.6800000002477,684.3360000000496,2000.0,182,1,20.0,35.317460317460316,178,326,2020-09-02,pct 0.5% (trailing)
11,2,2,5,3421.6800000002477,1150.0,2271.6800000002477,684.3360000000496,2000.0,161,1,20.0,35.317460317460316,178,326,2020-10-02,pct 0.5% (trailing)
10,2,2,5,3421.6800000002477,1115.0,2306.6800000002477,684.3360000000496,2000.0,140,1,20.0,35.317460317460316,178,326,2020-11-02,pct 0.5% (trailing)
8,2,2,5,3421.6800000002477,1045.0,2376.6800000002477,684.3360000000496,2000.0,119,1,20.0,35.317460317460316,178,326,2020-12-02,pct 0.5% (trailing)
7,3,3,6,4083.240000000398,1265.0,2818.240000000398,680.5400000000664,2000.0,96,1,16.666666666666668,42.857142857142854,216,288,2021-01-04,pct 0.5% (trailing)
8,3,3,5,3421.6800000002477,1215.0,2206.6800000002477,684.3360000000496,2000.0,77,1,20.0,40.07936507936508,202,302,2021-02-03,pct 0.5% (trailing)
8,3,3,2,2727.140000000014,1215.0,1512.140000000014,1363.570000000007,2000.0,323,1,50.0,38.095238095238095,192,312,2021-03-05,pct 0.5% (trailing)
8,3,3,2,2727.140000000014,1215.0,1512.140000000014,1363.570000000007,2000.0,302,1,50.0,38.095238095238095,192,312,2021-04-06,pct 0.5% (trailing)
8,3,3,2,2727.140000000014,875.0,1852.140000000014,1363.570000000007,2000.0,281,1,50.0,22.42063492063492,113,391,2021-05-05,pct 0.5% (trailing)
8,3,3,3,3130.020000000113,960.0,2170.020000000113,1043.3400000000377,2000.0,260,1,33.333333333333336,26.58730158730159,134,370,2021-06-04,pct 0.5% (trailing)
9,3,3,3,3130.020000000113,995.0,2135.020000000113,1043.3400000000377,2000.0,239,1,33.333333333333336,27.77777777777778,140,364,2021-07-06,pct 0.5% (trailing)
9,3,3,3,3130.020000000113,995.0,2135.020000000113,1043.3400000000377,2000.0,218,1,33.333333333333336,27.77777777777778,140,364,2021-08-04,pct 0.5% (trailing)
9,4,4,3,3130.020000000113,1080.0,2050.020000000113,1043.3400000000377,2000.0,197,1,33.333333333333336,29.166666666666668,147,357,2021-09-02,pct 0.5% (trailing)
8,4,4,3,3130.020000000113,1130.0,2000.0200000001132,1043.3400000000377,2000.0,176,1,33.333333333333336,33.333333333333336,168,336,2021-10-04,pct 0.5% (trailing)
9,4,4,3,3130.020000000113,1165.0,1965.0200000001132,1043.3400000000377,2000.0,155,1,33.333333333333336,33.73015873015873,170,334,2021-11-02,pct 0.5% (trailing)
8,4,4,3,3130.020000000113,1130.0,2000.0200000001132,1043.3400000000377,2000.0,134,1,33.333333333333336,33.73015873015873,170,334,2021-12-02,pct 0.5% (trailing)
8,4,4,3,3130.020000000113,1130.0,2000.0200000001132,1043.3400000000377,2000.0,113,1,33.333333333333336,33.73015873015873,170,334,2022-01-03,pct 0.5% (trailing)
9,4,4,3,3130.020000000113,1165.0,1965.0200000001132,1043.3400000000377,2000.0,92,1,33.333333333333336,33.73015873015873,170,334,2022-02-02,pct 0.5% (trailing)
9,4,4,3,3130.020000000113,1165.0,1965.0200000001132,1043.3400000000377,2000.0,71,1,33.333333333333336,33.73015873015873,170,334,2022-03-04,pct 0.5% (trailing)
9,4,4,3,3906.0600000001214,1080.0,2826.0600000001214,1302.0200000000405,1979.5,45,0,0.0,33.13492063492063,167,337,2022-04-04,pct 0.5% (trailing)
9,5,5,2,693.3600000001097,1165.0,-471.6399999998903,346.68000000005486,402.88000000009924,36,0,0.0,32.93650793650794,166,338,2022-05-04,pct 0.5% (trailing)
11,5,5,2,1036.840000000091,1065.0,-28.159999999908905,518.4200000000455,633.9599999999919,247,0,0.0,26.38888888888889,133,371,2022-06-03,pct 0.5% (trailing)
11,4,4,3,1861.2000000000844,1065.0,796.2000000000844,620.4000000000282,824.3599999999933,226,0,0.0,28.174603174603174,142,362,2022-07-06,pct 0.5% (trailing)
9,4,4,3,1861.2000000000844,1080.0,781.2000000000844,620.4000000000282,824.3599999999933,205,0,0.0,32.34126984126984,163,341,2022-08-04,pct 0.5% (trailing)
9,4,4,4,2855.8400000000765,1165.0,1690.8400000000765,713.9600000000191,994.6399999999921,184,0,0.0,36.507936507936506,184,320,2022-09-02,pct 0.5% (trailing)
9,4,4,5,3771.7600000000675,1250.0,2521.7600000000675,754.3520000000135,994.6399999999921,163,0,0.0,40.67460317460318,205,299,2022-10-04,pct 0.5% (trailing)
9,4,4,6,4440.76000000006,1335.0,3105.7600000000602,740.1266666666767,994.6399999999921,142,0,0.0,44.84126984126984,226,278,2022-11-02,pct 0.5% (trailing)
8,4,4,7,7706.560000000056,1385.0,6321.560000000056,1100.9371428571508,3265.7999999999956,121,0,0.0,48.611111111111114,245,259,2022-12-02,pct 0.5% (trailing)
8,3,3,8,8819.60000000005,1385.0,7434.6000000000495,1102.4500000000062,3265.7999999999956,100,0,0.0,49.6031746031746,250,254,2023-01-04,pct 0.5% (trailing)
7,3,3,9,10425.040000000045,1435.0,8990.040000000045,1158.3377777777828,3265.7999999999956,79,0,0.0,53.76984126984127,271,233,2023-02-03,pct 0.5% (trailing)
6,3,3,9,10808.55999999994,1485.0,9323.55999999994,1200.9511111111044,3265.7999999999956,312,0,0.0,56.74603174603175,286,218,2023-03-07,pct 0.5% (trailing)
6,3,3,10,13777.239999999932,1570.0,12207.239999999932,1377.7239999999933,3265.7999999999956,291,0,0.0,59.92063492063492,302,202,2023-04-05,pct 0.5% (trailing)
6,2,2,11,16451.559999999925,1485.0,14966.559999999925,1495.5963636363567,3265.7999999999956,270,0,0.0,57.93650793650794,292,212,2023-05-05,pct 0.5% (trailing)
5,2,2,11,16451.559999999925,1535.0,14916.559999999925,1495.5963636363567,3265.7999999999956,249,0,0.0,61.507936507936506,310,194,2023-06-06,pct 0.5% (trailing)
6,2,2,11,16451.559999999925,1655.0,14796.559999999925,1495.5963636363567,3265.7999999999956,228,0,0.0,64.48412698412699,325,179,2023-07-07,pct 0.5% (trailing)
6,2,2,11,16451.559999999925,1655.0,14796.559999999925,1495.5963636363567,3265.7999999999956,207,0,0.0,65.07936507936508,328,176,2023-08-07,pct 0.5% (trailing)
7,1,1,11,16451.559999999925,1520.0,14931.559999999925,1495.5963636363567,3265.7999999999956,186,0,0.0,59.12698412698413,298,206,2023-09-06,pct 0.5% (trailing)
6,1,1,11,16451.559999999925,1485.0,14966.559999999925,1495.5963636363567,3265.7999999999956,165,0,0.0,59.12698412698413,298,206,2023-10-05,pct 0.5% (trailing)
5,1,1,11,16451.559999999925,1450.0,15001.559999999925,1495.5963636363567,3265.7999999999956,144,0,0.0,59.12698412698413,298,206,2023-11-03,pct 0.5% (trailing)
6,2,2,11,16451.559999999925,1570.0,14881.559999999925,1495.5963636363567,3265.7999999999956,123,0,0.0,62.1031746031746,313,191,2023-12-05,pct 0.5% (trailing)
6,1,1,11,16451.559999999925,1485.0,14966.559999999925,1495.5963636363567,3265.7999999999956,102,0,0.0,59.12698412698413,298,206,2024-01-05,pct 0.5% (trailing)
5,2,2,11,16451.559999999925,1535.0,14916.559999999925,1495.5963636363567,3265.7999999999956,81,0,0.0,59.92063492063492,302,202,2024-02-06,pct 0.5% (trailing)
4,2,2,10,14941.359999999928,1500.0,13441.359999999928,1494.1359999999927,3916.0399999999936,87,0,0.0,60.317460317460316,304,200,2024-03-07,pct 0.5% (trailing)
6,2,2,11,16451.559999999925,1655.0,14796.559999999925,1495.5963636363567,3265.7999999999956,39,0,0.0,64.48412698412699,325,179,2024-04-08,pct 0.5% (trailing)
8,3,3,6,9391.319999999956,1385.0,8006.319999999956,1565.2199999999928,3916.0399999999936,141,0,0.0,46.82539682539682,236,268,2024-05-07,pct 0.5% (trailing)
8,3,3,6,9391.319999999956,1300.0,8091.319999999956,1565.2199999999928,3916.0399999999936,120,0,0.0,44.642857142857146,225,279,2024-06-06,pct 0.5% (trailing)
9,3,3,6,9391.319999999956,1335.0,8056.319999999956,1565.2199999999928,3916.0399999999936,99,0,0.0,43.84920634920635,221,283,2024-07-09,pct 0.5% (trailing)
8,2,2,6,9391.319999999956,1215.0,8176.319999999956,1565.2199999999928,3916.0399999999936,78,0,0.0,41.46825396825397,209,295,2024-08-07,pct 0.5% (trailing)
18,6,6,8,11930.38000000002,2160.0,9770.38000000002,1491.2975000000024,4222.78000000005,167,3,37.5,60.714285714285715,306,198,2018-01-02,pct 0.5% (fixed stop)
17,6,6,10,15239.840000000113,2210.0,13029.840000000113,1523.9840000000113,4222.78000000005,146,3,30.0,64.88095238095238,327,177,2018-02-01,pct 0.5% (fixed stop)
15,5,5,10,15239.840000000113,2055.0,13184.840000000113,1523.9840000000113,4222.78000000005,125,3,30.0,64.68253968253968,326,178,2018-03-05,pct 0.5% (fixed stop)
16,4,4,10,15239.840000000113,2005.0,13234.840000000113,1523.9840000000113,4222.78000000005,104,3,30.0,65.67460317460318,331,173,2018-04-04,pct 0.5% (fixed stop)
15,3,3,10,15239.840000000113,1885.0,13354.840000000113,1523.9840000000113,4222.78000000005,83,3,30.0,63.888888888888886,322,182,2018-05-03,pct 0.5% (fixed stop)
14,4,4,10,15239.840000000113,1935.0,13304.840000000113,1523.9840000000113,4222.78000000005,62,3,30.0,66.86507936507937,337,167,2018-06-04,pct 0.5% (fixed stop)
14,4,4,11,15662.540000000168,2020.0,13642.540000000168,1423.867272727288,4222.78000000005,41,3,27.272727272727273,69.44444444444444,350,154,2018-07-03,pct 0.5% (fixed stop)
18,5,5,8,9136.000000000146,1990.0,7146.0000000001455,1142.0000000000182,2945.2000000000553,77,2,25.0,56.54761904761905,285,219,2018-08-02,pct 0.5% (fixed stop)
16,4,4,8,9136.000000000146,1835.0,7301.0000000001455,1142.0000000000182,2945.2000000000553,56,2,25.0,55.357142857142854,279,225,2018-08-31,pct 0.5% (fixed stop)
17,6,6,8,9136.000000000146,2040.0,7096.0000000001455,1142.0000000000182,2945.2000000000553,35,2,25.0,57.34126984126984,289,215,2018-10-02,pct 0.5% (fixed stop)
19,6,6,7,7136.0000000001455,2025.0,5111.0000000001455,1019.4285714285922,2945.2000000000553,64,1,14.285714285714286,53.37301587301587,269,235,2018-10-31,pct 0.5% (fixed stop)
20,5,5,7,7136.0000000001455,1975.0,5161.0000000001455,1019.4285714285922,2945.2000000000553,43,1,14.285714285714286,52.38095238095238,264,240,2018-11-30,pct 0.5% (fixed stop)
19,5,5,7,7136.0000000001455,1940.0,5196.0000000001455,1019.4285714285922,2945.2000000000553,22,1,14.285714285714286,52.38095238095238,264,240,2019-01-03,pct 0.5% (fixed stop)
21,4,4,6,6970.720000000096,1840.0,5130.720000000096,1161.7866666666825,2945.2000000000553,127,1,16.666666666666668,45.23809523809524,228,276,2019-02-04,pct 0.5% (fixed stop)
20,4,4,6,6970.720000000096,1805.0,5165.720000000096,1161.7866666666825,2945.2000000000553,106,1,16.666666666666668,45.23809523809524,228,276,2019-03-06,pct 0.5% (fixed stop)
20,4,4,6,6970.720000000096,1805.0,5165.720000000096,1161.7866666666825,2945.2000000000553,85,1,16.666666666666668,45.23809523809524,228,276,2019-04-04,pct 0.5% (fixed stop)
22,6,6,5,5938.77999999997,1875.0,4063.7799999999697,1187.755999999994,2000.0,61,2,40.0,38.095238095238095,192,312,2019-05-06,pct 0.5% (fixed stop)
21,6,6,5,6132.76000000006,1755.0,4377.76000000006,1226.552000000012,2000.0,59,1,20.0,34.32539682539682,173,331,2019-06-05,pct 0.5% (fixed stop)
25,8,8,4,6006.440000000097,1895.0,4111.440000000097,1501.6100000000242,2000.0,162,2,50.0,33.53174603174603,169,335,2019-07-05,pct 0.5% (fixed stop)
25,7,7,5,6459.660000000222,1895.0,4564.660000000222,1291.9320000000444,2000.0,141,2,40.0,36.30952380952381,183,321,2019-08-05,pct 0.5% (fixed stop)
24,6,6,5,6459.660000000222,1775.0,4684.660000000222,1291.9320000000444,2000.0,120,2,40.0,33.73015873015873,170,334,2019-09-04,pct 0.5% (fixed stop)
26,5,5,5,6459.660000000222,1760.0,4699.660000000222,1291.9320000000444,2000.0,99,2,40.0,32.142857142857146,162,342,2019-10-03,pct 0.5% (fixed stop)
24,5,5,4,4459.660000000222,1690.0,2769.6600000002218,1114.9150000000554,2000.0,151,1,25.0,30.357142857142858,153,351,2019-11-01,pct 0.5% (fixed stop)
25,5,5,4,4459.660000000222,1725.0,2734.6600000002218,1114.9150000000554,2000.0,130,1,25.0,31.547619047619047,159,345,2019-12-03,pct 0.5% (fixed stop)
27,5,5,4,4459.660000000222,1795.0,2664.6600000002218,1114.9150000000554,2000.0,109,1,25.0,31.547619047619047,159,345,2020-01-03,pct 0.5% (fixed stop)
31,5,5,4,4459.660000000222,1850.0,2609.6600000002218,1114.9150000000554,2000.0,88,1,25.0,26.19047619047619,132,372,2020-02-04,pct 0.5% (fixed stop)
32,5,5,4,4459.660000000222,1885.0,2574.6600000002218,1114.9150000000554,2000.0,67,1,25.0,26.38888888888889,133,371,2020-03-05,pct 0.5% (fixed stop)
27,6,6,4,4459.660000000222,1795.0,2664.6600000002218,1114.9150000000554,2000.0,46,1,25.0,28.373015873015873,143,361,2020-04-03,pct 0.5% (fixed stop)
28,7,7,4,5779.94000000025,1915.0,3864.9400000002497,1444.9850000000624,2000.0,258,1,25.0,29.563492063492063,149,355,2020-05-05,pct 0.5% (fixed stop)
31,7,7,4,5779.94000000025,2020.0,3759.9400000002497,1444.9850000000624,2000.0,237,1,25.0,29.563492063492063,149,355,2020-06-04,pct 0.5% (fixed stop)
28,5,5,6,9171.42000000026,2000.0,7171.42000000026,1528.5700000000434,2000.0,58,2,33.333333333333336,38.095238095238095,192,312,2020-07-06,pct 0.5% (fixed stop)
30,8,8,5,7171.42000000026,2155.0,5016.42000000026,1434.284000000052,2000.0,195,1,20.0,34.72222222222222,175,329,2020-08-04,pct 0.5% (fixed stop)
31,9,9,5,7171.42000000026,2275.0,4896.42000000026,1434.284000000052,2000.0,174,1,20.0,37.301587301587304,188,316,2020-09-02,pct 0.5% (fixed stop)
30,7,7,5,7171.42000000026,2155.0,5016.42000000026,1434.284000000052,2000.0,153,1,20.0,37.698412698412696,190,314,2020-10-02,pct 0.5% (fixed stop)
28,7,7,6,8117.040000000248,2170.0,5947.040000000248,1352.8400000000413,2000.0,132,1,16.666666666666668,41.86507936507937,211,293,2020-11-02,pct 0.5% (fixed stop)
25,7,7,7,8414.960000000232,2150.0,6264.960000000232,1202.137142857176,2000.0,111,1,14.285714285714286,46.03174603174603,232,272,2020-12-02,pct 0.5% (fixed stop)
24,7,7,8,8434.960000000217,2200.0,6234.960000000217,1054.3700000000272,2000.0,90,1,12.5,50.198412698412696,253,251,2021-01-04,pct 0.5% (fixed stop)
25,7,7,8,8434.960000000217,2235.0,6199.960000000217,1054.3700000000272,2000.0,69,1,12.5,51.58730158730159,260,244,2021-02-03,pct 0.5% (fixed stop)
27,7,7,8,8434.960000000217,2305.0,6129.960000000217,1054.3700000000272,2000.0,48,1,12.5,51.58730158730159,260,244,2021-03-05,pct 0.5% (fixed stop)
28,7,7,8,8029.480000000214,2340.0,5689.480000000214,1003.6850000000268,1742.9800000000832,29,0,0.0,51.388888888888886,259,245,2021-04-06,pct 0.5% (fixed stop)
30,8,8,5,4398.000000000051,2325.0,2073.000000000051,879.6000000000101,1742.9800000000832,247,0,0.0,46.62698412698413,235,269,2021-05-05,pct 0.5% (fixed stop)
29,7,7,5,4398.000000000051,2120.0,2278.000000000051,879.6000000000101,1742.9800000000832,226,0,0.0,38.29365079365079,193,311,2021-06-04,pct 0.5% (fixed stop)
30,7,7,5,4398.000000000051,2155.0,2243.000000000051,879.6000000000101,1742.9800000000832,205,0,0.0,38.29365079365079,193,311,2021-07-06,pct 0.5% (fixed stop)
30,7,7,5,4398.000000000051,2155.0,2243.000000000051,879.6000000000101,1742.9800000000832,184,0,0.0,38.29365079365079,193,311,2021-08-04,pct 0.5% (fixed stop)
30,8,8,5,4398.000000000051,2240.0,2158.000000000051,879.6000000000101,1742.9800000000832,163,0,0.0,39.88095238095238,201,303,2021-09-02,pct 0.5% (fixed stop)
29,8,8,6,5105.680000000102,2290.0,2815.680000000102,850.9466666666837,1742.9800000000832,142,0,0.0,44.04761904761905,222,282,2021-10-04,pct 0.5% (fixed stop)
28,8,8,7,7105.680000000102,2340.0,4765.680000000102,1015.0971428571575,2000.0,121,1,14.285714285714286,48.214285714285715,243,261,2021-11-02,pct 0.5% (fixed stop)
26,8,8,8,9054.76000000025,2355.0,6699.760000000249,1131.8450000000312,2000.0,100,1,12.5,52.38095238095238,264,240,2021-12-02,pct 0.5% (fixed stop)
25,8,8,9,10282.480000000294,2405.0,7877.480000000294,1142.4977777778104,2000.0,79,1,11.11111111111111,56.54761904761905,285,219,2022-01-03,pct 0.5% (fixed stop)
22,8,8,9,10282.480000000294,2385.0,7897.480000000294,1142.4977777778104,2000.0,58,1,11.11111111111111,60.714285714285715,306,198,2022-02-02,pct 0.5% (fixed stop)
17,5,5,10,15247.220000000278,2040.0,13207.220000000278,1524.7220000000277,3389.3400000000547,76,3,30.0,64.28571428571429,324,180,2022-03-04,pct 0.5% (fixed stop)
17,4,4,10,15247.220000000278,1955.0,13292.220000000278,1524.7220000000277,3389.3400000000547,55,3,30.0,60.91269841269841,307,197,2022-04-04,pct 0.5% (fixed stop)
16,4,4,10,15247.220000000278,1920.0,13327.220000000278,1524.7220000000277,3389.3400000000547,34,3,30.0,61.904761904761905,312,192,2022-05-04,pct 0.5% (fixed stop)
19,4,4,8,7185.300000000192,1855.0,5330.300000000192,898.162500000024,2000.0,88,1,12.5,52.38095238095238,264,240,2022-06-03,pct 0.5% (fixed stop)
17,4,4,9,7741.660000000185,1870.0,5871.660000000185,860.184444444465,2000.0,67,1,11.11111111111111,56.54761904761905,285,219,2022-07-06,pct 0.5% (fixed stop)
16,4,4,9,7741.660000000185,1920.0,5821.660000000185,860.184444444465,2000.0,46,1,11.11111111111111,60.714285714285715,306,198,2022-08-04,pct 0.5% (fixed stop)
21,5,5,7,8478.120000000228,1925.0,6553.120000000228,1211.1600000000326,2000.0,260,2,28.571428571428573,49.20634920634921,248,256,2022-09-02,pct 0.5% (fixed stop)
20,4,4,7,8478.120000000228,1890.0,6588.120000000228,1211.1600000000326,2000.0,239,2,28.571428571428573,52.182539682539684,263,241,2022-10-04,pct 0.5% (fixed stop)
21,4,4,7,8478.120000000228,1925.0,6553.120000000228,1211.1600000000326,2000.0,218,2,28.571428571428573,53.17460317460318,268,236,2022-11-02,pct 0.5% (fixed stop)
18,4,4,7,8478.120000000228,1820.0,6658.120000000228,1211.1600000000326,2000.0,197,2,28.571428571428573,54.76190476190476,276,228,2022-12-02,pct 0.5% (fixed stop)
16,4,4,8,8885.72000000022,1835.0,7050.720000000219,1110.7150000000274,2000.0,176,2,25.0,58.92857142857143,297,207,2023-01-04,pct 0.5% (fixed stop)
14,4,4,9,10885.72000000022,1850.0,9035.72000000022,1209.5244444444688,2000.0,155,3,33.333333333333336,63.095238095238095,318,186,2023-02-03,pct 0.5% (fixed stop)
10,4,4,10,12089.60000000021,1795.0,10294.60000000021,1208.960000000021,2000.0,134,3,30.0,67.06349206349206,338,166,2023-03-07,pct 0.5% (fixed stop)
8,3,3,11,12744.960000000203,1725.0,11019.960000000203,1158.6327272727458,2000.0,113,3,27.272727272727273,68.45238095238095,345,159,2023-04-05,pct 0.5% (fixed stop)
7,3,3,11,12744.960000000203,1775.0,10969.960000000203,1158.6327272727458,2000.0,92,3,27.272727272727273,72.61904761904762,366,138,2023-05-05,pct 0.5% (fixed stop)
7,4,4,11,12744.960000000203,1945.0,10799.960000000203,1158.6327272727458,2000.0,71,3,27.272727272727273,80.15873015873017,404,100,2023-06-06,pct 0.5% (fixed stop)
6,3,3,12,23525.4000000003,1910.0,21615.4000000003,1960.450000000025,10780.440000000097,50,3,25.0,80.95238095238095,408,96,2023-07-07,pct 0.5% (fixed stop)
5,3,3,14,26510.00000000029,1960.0,24550.00000000029,1893.5714285714494,10780.440000000097,29,3,21.428571428571427,85.11904761904762,429,75,2023-08-07,pct 0.5% (fixed stop)
7,4,4,10,20625.520000000048,1775.0,18850.520000000048,2062.5520000000047,10780.440000000097,186,2,20.0,68.65079365079364,346,158,2023-09-06,pct 0.5% (fixed stop)
6,3,3,11,20675.44000000004,1740.0,18935.44000000004,1879.585454545458,10780.440000000097,165,2,18.181818181818183,71.03174603174604,358,146,2023-10-05,pct 0.5% (fixed stop)
5,3,3,12,20825.060000000063,1790.0,19035.060000000063,1735.4216666666719,10780.440000000097,144,2,16.666666666666668,75.1984126984127,379,125,2023-11-03,pct 0.5% (fixed stop)
5,3,3,13,21614.62000000012,1875.0,19739.62000000012,1662.663076923086,10780.440000000097,123,2,15.384615384615385,79.16666666666667,399,105,2023-12-05,pct 0.5% (fixed stop)
5,2,2,15,25877.66000000023,1875.0,24002.66000000023,1725.1773333333485,10780.440000000097,102,2,13.333333333333334,81.34920634920636,410,94,2024-01-05,pct 0.5% (fixed stop)
4,2,2,16,26889.720000000285,1925.0,24964.720000000285,1680.6075000000178,10780.440000000097,81,2,12.5,85.51587301587301,431,73,2024-02-06,pct 0.5% (fixed stop)
3,2,2,17,29129.24000000031,1975.0,27154.24000000031,1713.4847058823711,10780.440000000097,60,2,11.764705882352942,89.68253968253968,452,52,2024-03-07,pct 0.5% (fixed stop)
3,3,3,17,29129.24000000031,2060.0,27069.24000000031,1713.4847058823711,10780.440000000097,39,2,11.764705882352942,91.26984126984127,460,44,2024-04-08,pct 0.5% (fixed stop)
7,4,4,14,26512.280000000326,1945.0,24567.280000000326,1893.734285714309,10780.440000000097,159,1,7.142857142857143,78.96825396825396,398,106,2024-05-07,pct 0.5% (fixed stop)
